codi_eoi,magnitud,any,hora,valor_mitja
08019043,6,2024,6,0.25
08019043,6,2024,10,0.45
08019043,6,2024,15,0.33
08019043,6,2024,18,0.35
08019043,7,2024,5,5.82
08019043,7,2024,24,9.88
08019043,9,2024,4,9.96
08019043,9,2024,7,9.72
08019043,9,2024,13,10.08
08019043,9,2024,21,11.01
08019044,12,2024,2,29.41
08019044,12,2024,22,41.71
08019044,1,2024,8,1.82
08019044,1,2024,9,1.97
08019044,1,2024,14,1.96
08019044,1,2024,20,1.72
08019050,14,2024,8,27.04
08019050,14,2024,9,28.09
08019050,14,2024,14,62.41
08019050,14,2024,20,56.11
08019054,10,2024,2,15.4
08019054,10,2024,22,21.7
08019054,14,2024,1,50.22
08019054,14,2024,12,66.21
08019054,14,2024,16,81.04
08019054,14,2024,17,79.71
08019054,14,2024,23,53.7
08019054,6,2024,5,0.21
08019054,6,2024,24,0.25
08019054,8,2024,6,18.2
08019054,8,2024,10,20.44
08019054,8,2024,15,12.55
08019054,8,2024,18,16.71
08019054,9,2024,8,8.45
08019054,9,2024,9,8.46
08019054,9,2024,14,9.34
08019054,9,2024,20,9.38
08019057,1,2024,6,1.87
08019057,1,2024,10,2.17
08019057,1,2024,15,2.31
08019057,1,2024,18,2.18
08019057,6,2024,4,0.25
08019057,6,2024,7,0.28
08019057,6,2024,13,0.27
08019057,6,2024,21,0.31
08019057,7,2024,6,1.08
08019057,7,2024,10,10.06
08019057,7,2024,15,2.3
08019057,7,2024,18,2.4
08019057,8,2024,6,10.87
08019057,8,2024,10,22.36
08019057,8,2024,15,11.41
08019057,8,2024,18,15.24
08019058,12,2024,1,6.41
08019058,12,2024,12,14.74
08019058,12,2024,16,11.54
08019058,12,2024,17,11.01
08019058,12,2024,23,7.76
08019058,14,2024,4,75.78
08019058,14,2024,7,74.9
08019058,14,2024,13,74.16
08019058,14,2024,21,76.56
08019058,7,2024,1,1.02
08019058,7,2024,12,2.77
08019058,7,2024,16,1.8
08019058,7,2024,17,1.5
08019058,7,2024,23,1.03
08019044,10,2024,2,19.4
08019044,10,2024,22,27.3
08019054,12,2023,4,15.69
08019054,12,2023,7,19.43
08019054,12,2023,13,22.98
08019054,12,2023,21,42.37
08019004,8,2023,1,32.77
08019004,8,2023,12,29.24
08019004,8,2023,16,22.5
08019004,8,2023,17,23.59
08019004,8,2023,23,35.58
08019043,7,2023,4,6.91
08019043,7,2023,7,12.62
08019043,7,2023,13,16.29
08019043,7,2023,21,22.14
08019042,12,2023,4,20.54
08019042,12,2023,7,23.08
08019042,12,2023,13,24.72
08019042,12,2023,21,42.18
08019058,14,2023,3,68.57
08019058,14,2023,11,63.32
08019058,14,2023,19,69.9
08019057,9,2023,2,7.07
08019057,9,2023,22,16.14
08019044,7,2023,8,8.49
08019044,7,2023,9,13.57
08019044,7,2023,14,8.71
08019044,7,2023,20,9.49
08019044,12,2023,2,24.29
08019044,12,2023,22,51.12
08019043,14,2023,5,35.98
08019043,14,2023,24,25.55
08019057,7,2023,2,1.24
08019057,7,2023,22,6.59
08019044,1,2023,5,2.0
08019044,1,2023,24,2.01
08019057,1,2023,5,2.17
08019057,1,2023,24,2.24
08019050,7,2023,5,2.62
08019050,7,2023,24,9.34
08019054,1,2023,8,1.13
08019054,1,2023,9,1.27
08019054,1,2023,14,1.54
08019054,1,2023,20,1.2
08019054,8,2023,6,13.19
08019054,8,2023,10,20.89
08019054,8,2023,15,14.37
08019054,8,2023,18,22.51
08019042,7,2023,3,3.07
08019042,7,2023,11,9.29
08019042,7,2023,19,3.72
08019004,7,2023,6,2.71
08019004,7,2023,10,20.82
08019004,7,2023,15,4.93
08019004,7,2023,18,5.8
08019057,12,2023,3,13.8
08019057,12,2023,11,28.95
08019057,12,2023,19,31.65
08019058,7,2023,3,1.22
08019058,7,2023,11,2.02
08019058,7,2023,19,1.22
08019043,9,2023,2,10.93
08019043,9,2023,22,13.8
08019043,8,2023,1,39.0
08019043,8,2023,12,35.17
08019043,8,2023,16,31.86
08019043,8,2023,17,36.23
08019043,8,2023,23,46.52
08019044,14,2023,3,40.85
08019044,14,2023,11,39.9
08019044,14,2023,19,42.01
08019057,14,2023,5,48.55
08019057,14,2023,24,41.26
08019058,12,2023,6,4.64
08019058,12,2023,10,7.99
08019058,12,2023,15,14.02
08019058,12,2023,18,12.48
08019054,14,2023,8,41.81
08019054,14,2023,9,39.35
08019054,14,2023,14,63.88
08019054,14,2023,20,49.06
08019043,10,2023,6,14.7
08019043,10,2023,10,34.72
08019043,10,2023,15,29.35
08019043,10,2023,18,39.59
08019058,10,2023,6,10.85
08019058,10,2023,10,14.28
08019058,10,2023,15,18.91
08019058,10,2023,18,17.67
08019058,8,2023,1,6.35
08019058,8,2023,12,9.75
08019058,8,2023,16,11.78
08019058,8,2023,17,11.92
08019058,8,2023,23,6.87
08019054,6,2023,6,0.21
08019054,6,2023,10,0.26
08019054,6,2023,15,0.22
08019054,6,2023,18,0.25
08019043,1,2023,2,1.72
08019043,1,2023,22,1.85
08019050,12,2023,2,38.19
08019050,12,2023,22,46.99
08019050,14,2023,4,28.73
08019050,14,2023,7,28.06
08019050,14,2023,13,45.52
08019050,14,2023,21,33.93
08019004,10,2023,1,18.86
08019004,10,2023,12,31.36
08019004,10,2023,16,25.14
08019004,10,2023,17,34.29
08019004,10,2023,23,20.97
08019004,12,2023,4,27.0
08019004,12,2023,7,29.53
08019004,12,2023,13,45.6
08019004,12,2023,21,49.33
08019044,10,2023,5,13.1
08019044,10,2023,24,21.87
08019044,8,2023,6,15.35
08019044,8,2023,10,30.66
08019044,8,2023,15,23.12
08019044,8,2023,18,29.39
08019050,8,2023,8,30.36
08019050,8,2023,9,36.36
08019050,8,2023,14,25.64
08019050,8,2023,20,34.98
08019057,8,2023,2,12.52
08019057,8,2023,22,27.13
08019054,7,2023,4,1.9
08019054,7,2023,7,2.51
08019054,7,2023,13,5.09
08019054,7,2023,21,8.81
08019044,6,2023,1,0.31
08019044,6,2023,12,0.32
08019044,6,2023,16,0.33
08019044,6,2023,17,0.33
08019044,6,2023,23,0.38
08019057,6,2023,6,0.29
08019057,6,2023,10,0.37
08019057,6,2023,15,0.28
08019057,6,2023,18,0.29
08019060,12,2025,4,31.1
08019060,12,2025,7,37.57
08019060,12,2025,13,41.58
08019060,12,2025,21,84.93
08019060,8,2025,3,25.34
08019060,8,2025,11,30.23
08019060,8,2025,19,39.7
08019060,9,2025,6,10.75
08019060,9,2025,10,13.02
08019060,9,2025,15,9.81
08019060,9,2025,18,10.0
08019060,7,2025,2,10.12
08019060,7,2025,22,22.43
08019054,10,2026,4,14.84
08019054,10,2026,7,15.06
08019054,10,2026,13,19.88
08019054,10,2026,21,18.22
08019044,14,2026,2,57.62
08019044,14,2026,22,64.56
08019004,8,2026,3,21.37
08019004,8,2026,11,27.6
08019004,8,2026,19,18.8
08019060,9,2026,4,12.02
08019060,9,2026,7,12.15
08019060,9,2026,13,11.46
08019060,9,2026,21,10.59
08019060,1,2026,6,2.29
08019060,1,2026,10,2.7
08019060,1,2026,15,2.63
08019060,1,2026,18,2.56
08019058,8,2026,4,4.22
08019058,8,2026,7,4.08
08019058,8,2026,13,12.34
08019058,8,2026,21,9.41
08019058,10,2026,5,17.13
08019058,10,2026,24,35.28
08019057,10,2026,1,14.34
08019057,10,2026,12,19.82
08019057,10,2026,16,15.15
08019057,10,2026,17,15.17
08019057,10,2026,23,14.1
08019054,6,2026,1,0.25
08019054,6,2026,12,0.24
08019054,6,2026,16,0.21
08019054,6,2026,17,0.21
08019054,6,2026,23,0.27
08019044,8,2026,4,19.93
08019044,8,2026,7,26.95
08019044,8,2026,13,29.48
08019044,8,2026,21,26.87
08019043,8,2026,5,21.55
08019043,8,2026,24,26.6
08019004,7,2026,5,1.21
08019004,7,2026,24,2.48
08019054,12,2026,1,25.91
08019054,12,2026,12,23.07
08019054,12,2026,16,13.58
08019054,12,2026,17,14.61
08019054,12,2026,23,29.28
08019054,14,2026,5,58.66
08019054,14,2026,24,58.93
08019054,7,2026,6,2.14
08019054,7,2026,10,5.75
08019054,7,2026,15,2.15
08019054,7,2026,18,2.01
08019054,8,2026,4,17.12
08019054,8,2026,7,26.88
08019054,8,2026,13,15.66
08019054,8,2026,21,20.35
08019057,14,2026,1,57.59
08019057,14,2026,12,73.36
08019057,14,2026,16,87.18
08019057,14,2026,17,86.74
08019057,14,2026,23,62.14
08019057,7,2026,8,7.52
08019057,7,2026,9,11.14
08019057,7,2026,14,3.19
08019057,7,2026,20,2.37
08019057,8,2026,3,12.85
08019057,8,2026,11,18.5
08019057,8,2026,19,13.9
08019058,12,2026,2,6.75
08019058,12,2026,22,9.85
08019058,14,2026,6,80.73
08019058,14,2026,10,71.24
08019058,14,2026,15,87.13
08019058,14,2026,18,85.11
08019060,10,2026,8,29.7
08019060,10,2026,9,45.91
08019060,10,2026,14,24.31
08019060,10,2026,20,19.93
08019060,6,2026,4,0.22
08019060,6,2026,7,0.24
08019060,6,2026,13,0.27
08019060,6,2026,21,0.33
08019060,7,2026,5,2.57
08019060,7,2026,24,6.47
08019050,7,2026,3,2.12
08019050,7,2026,11,7.99
08019050,7,2026,19,3.14
08019050,14,2026,8,30.16
08019050,14,2026,9,33.86
08019050,14,2026,14,71.69
08019050,14,2026,20,64.94
08019044,7,2026,2,3.47
08019044,7,2026,22,4.09
08019044,1,2026,3,2.18
08019044,1,2026,11,2.59
08019044,1,2026,19,2.32
08019043,14,2026,2,54.61
08019043,14,2026,22,62.17
08019043,1,2026,8,3.59
08019043,1,2026,9,3.86
08019043,1,2026,14,4.16
08019043,1,2026,20,3.56
08019043,9,2026,3,10.67
08019043,9,2026,11,11.82
08019043,9,2026,19,9.1
08019044,12,2026,4,24.48
08019044,12,2026,7,36.02
08019044,12,2026,13,45.15
08019044,12,2026,21,32.66
08019004,10,2026,6,14.65
08019004,10,2026,10,32.94
08019004,10,2026,15,23.39
08019004,10,2026,18,26.65
08019004,12,2026,6,21.0
08019004,12,2026,10,50.69
08019004,12,2026,15,18.84
08019004,12,2026,18,19.54
08019042,12,2026,6,16.75
08019042,12,2026,10,42.62
08019042,12,2026,15,15.74
08019042,12,2026,18,14.45
08019043,6,2026,5,0.21
08019043,6,2026,24,0.26
08019054,1,2026,8,2.29
08019054,1,2026,9,2.4
08019054,1,2026,14,2.6
08019054,1,2026,20,2.2
08019054,9,2026,2,9.4
08019054,9,2026,22,8.29
08019057,1,2026,4,1.39
08019057,1,2026,7,1.4
08019057,1,2026,13,1.85
08019057,1,2026,21,1.41
08019057,9,2026,4,7.67
08019057,9,2026,7,8.33
08019057,9,2026,13,8.91
08019057,9,2026,21,7.62
08019058,7,2026,3,1.06
08019058,7,2026,11,2.51
08019058,7,2026,19,1.21
08019060,14,2026,3,41.73
08019060,14,2026,11,47.31
08019060,14,2026,19,65.67
08019060,8,2026,8,33.51
08019060,8,2026,9,39.04
08019060,8,2026,14,23.75
08019060,8,2026,20,28.4
08019050,12,2026,3,22.0
08019050,12,2026,11,39.8
08019050,12,2026,19,24.6
08019060,12,2026,6,24.2
08019060,12,2026,10,68.77
08019060,12,2026,15,34.33
08019060,12,2026,18,35.12
08019057,6,2026,5,0.27
08019057,6,2026,24,0.32
08019043,10,2025,22,22.06
08019058,7,2025,3,1.19
08019058,7,2025,11,2.02
08019058,7,2025,19,1.35
08019058,14,2025,8,71.73
08019058,14,2025,9,68.61
08019058,14,2025,14,78.11
08019058,14,2025,20,75.59
08019057,6,2025,2,0.24
08019057,6,2025,22,0.28
08019057,14,2025,3,56.95
08019057,14,2025,11,61.31
08019057,14,2025,19,75.02
08019057,12,2025,8,29.56
08019057,12,2025,9,41.56
08019057,12,2025,20,20.11
08019054,7,2025,8,7.51
08019054,7,2025,9,7.6
08019054,7,2025,14,2.65
08019054,7,2025,20,4.49
08019054,6,2025,2,0.23
08019054,6,2025,22,0.27
08019044,8,2025,8,30.42
08019044,8,2025,9,36.89
08019044,8,2025,14,25.59
08019044,8,2025,20,28.81
08019044,1,2025,8,2.06
08019044,1,2025,9,2.24
08019044,1,2025,14,2.09
08019044,1,2025,20,2.01
08019043,8,2025,2,23.78
08019043,8,2025,22,33.26
08019044,12,2025,5,20.64
08019044,12,2025,24,30.87
08019054,12,2025,1,25.24
08019054,12,2025,12,20.23
08019054,12,2025,16,14.56
08019054,12,2025,17,14.32
08019054,12,2025,23,31.19
08019043,14,2025,21,56.68
08019004,7,2025,5,1.87
08019004,7,2025,24,3.94
08019004,12,2025,3,23.56
08019004,12,2025,11,41.6
08019004,12,2025,19,23.99
08019043,1,2025,2,1.9
08019043,1,2025,22,1.92
08019043,7,2025,1,5.13
08019043,7,2025,12,11.16
08019043,7,2025,16,7.13
08019043,7,2025,17,7.26
08019043,7,2025,23,5.49
08019054,1,2025,4,2.04
08019054,1,2025,7,2.04
08019054,1,2025,13,2.29
08019054,1,2025,21,2.07
08019004,8,2025,6,19.42
08019004,8,2025,10,28.68
08019004,8,2025,15,14.24
08019004,8,2025,18,17.56
08019058,8,2025,5,3.82
08019058,8,2025,24,7.59
08019054,9,2025,2,9.28
08019054,9,2025,22,9.06
08019043,9,2025,2,10.99
08019043,9,2025,22,11.54
08019043,6,2025,1,0.27
08019043,6,2025,12,0.26
08019043,6,2025,16,0.25
08019043,6,2025,17,0.25
08019043,6,2025,23,0.3
08019058,10,2025,3,13.19
08019058,10,2025,11,18.55
08019058,10,2025,19,18.22
08019043,10,2025,2,19.59
08019004,10,2025,2,17.9
08019004,10,2025,22,21.69
08019042,12,2025,8,26.17
08019042,12,2025,9,37.43
08019042,12,2025,14,18.11
08019042,12,2025,20,22.44
08019042,8,2025,4,15.24
08019042,8,2025,7,16.69
08019042,8,2025,13,15.85
08019042,8,2025,21,21.77
08019044,14,2025,1,53.19
08019044,14,2025,12,53.03
08019044,14,2025,16,67.41
08019044,14,2025,17,66.41
08019044,14,2025,23,54.89
08019044,7,2025,4,3.56
08019044,7,2025,7,6.1
08019044,7,2025,13,10.28
08019044,7,2025,21,6.44
08019050,14,2025,6,34.92
08019050,14,2025,10,39.1
08019050,14,2025,15,70.53
08019050,14,2025,18,67.83
08019050,7,2025,6,2.22
08019050,7,2025,10,12.85
08019050,7,2025,15,4.06
08019050,7,2025,18,3.26
08019050,8,2025,3,20.32
08019050,8,2025,11,27.01
08019050,8,2025,19,21.17
08019054,14,2025,1,53.01
08019054,14,2025,12,70.01
08019054,14,2025,16,85.01
08019054,14,2025,17,84.7
08019054,14,2025,23,55.74
08019054,8,2025,5,15.4
08019054,8,2025,24,22.93
08019057,12,2025,14,16.1
08019057,7,2025,3,1.12
08019057,7,2025,11,5.33
08019057,7,2025,19,2.11
08019057,8,2025,5,9.88
08019057,8,2025,24,15.95
08019057,9,2025,3,8.04
08019057,9,2025,11,9.92
08019057,9,2025,19,8.09
08019058,12,2025,6,4.89
08019058,12,2025,10,11.45
08019058,12,2025,15,12.31
08019058,12,2025,18,11.01
08019043,14,2025,4,48.34
08019043,14,2025,13,65.05
08019043,14,2025,7,39.62
08019060,10,2025,6,17.14
08019060,10,2025,10,35.05
08019060,10,2025,15,22.84
08019060,10,2025,18,24.38
08019060,6,2025,4,0.22
08019060,6,2025,7,0.22
08019060,6,2025,13,0.24
08019060,6,2025,21,0.5
08019060,1,2025,3,2.59
08019060,1,2025,11,2.96
08019060,1,2025,19,2.82
08019044,8,2024,4,18.58
08019044,8,2024,7,23.58
08019044,8,2024,13,29.86
08019044,8,2024,21,31.2
08019054,12,2024,1,27.83
08019054,12,2024,12,22.68
08019054,12,2024,16,15.74
08019054,12,2024,17,16.94
08019054,12,2024,23,32.84
08019044,7,2024,4,5.03
08019044,7,2024,7,6.98
08019044,7,2024,13,13.94
08019044,7,2024,21,8.49
08019057,10,2024,1,13.8
08019057,10,2024,12,20.15
08019057,10,2024,16,18.12
08019057,10,2024,17,18.1
08019057,10,2024,23,15.44
08019043,8,2024,5,23.06
08019043,8,2024,24,33.02
08019004,12,2024,6,23.0
08019004,12,2024,10,52.62
08019004,12,2024,15,21.68
08019004,12,2024,18,23.83
08019004,7,2024,5,1.98
08019004,7,2024,24,5.44
08019054,7,2024,2,2.86
08019054,7,2024,22,5.6
08019004,10,2024,4,14.34
08019004,10,2024,7,15.54
08019004,10,2024,13,26.69
08019004,10,2024,21,22.6
08019043,10,2024,1,20.44
08019043,10,2024,12,25.93
08019043,10,2024,16,22.8
08019043,10,2024,17,24.47
08019043,10,2024,23,22.33
08019054,1,2024,4,1.4
08019054,1,2024,7,1.41
08019054,1,2024,13,1.72
08019054,1,2024,21,1.42
08019044,14,2024,3,50.86
08019044,14,2024,11,45.98
08019044,14,2024,19,61.85
08019050,8,2024,5,20.52
08019050,8,2024,24,26.19
08019004,8,2024,8,31.31
08019004,8,2024,9,33.47
08019004,8,2024,14,18.03
08019004,8,2024,20,25.36
08019042,8,2024,5,15.43
08019042,8,2024,24,22.26
08019043,14,2024,6,40.13
08019043,14,2024,10,35.11
08019043,14,2024,15,64.08
08019043,14,2024,18,61.86
08019043,1,2024,2,1.71
08019043,1,2024,22,1.84
08019043,7,2024,2,7.08
08019043,7,2024,22,12.13
08019043,9,2024,8,10.49
08019043,9,2024,9,11.59
08019043,9,2024,14,9.7
08019043,9,2024,20,10.17
08019044,12,2024,5,24.33
08019044,12,2024,24,36.42
08019044,1,2024,4,1.68
08019044,1,2024,7,1.72
08019044,1,2024,13,1.99
08019044,1,2024,21,1.71
08019050,14,2024,4,35.53
08019050,14,2024,7,30.65
08019050,14,2024,13,57.77
08019050,14,2024,21,53.15
08019050,7,2024,6,2.71
08019050,7,2024,10,16.99
08019050,7,2024,15,4.45
08019050,7,2024,18,3.92
08019054,10,2024,5,13.36
08019054,10,2024,24,18.46
08019054,14,2024,3,51.21
08019054,14,2024,11,59.09
08019054,14,2024,19,71.07
08019054,6,2024,2,0.22
08019054,6,2024,22,0.26
08019054,9,2024,4,8.11
08019054,9,2024,7,8.3
08019054,9,2024,13,8.81
08019054,9,2024,21,9.79
08019057,12,2024,6,11.59
08019057,12,2024,10,37.25
08019057,12,2024,15,14.68
08019057,12,2024,18,18.41
08019057,6,2024,8,0.32
08019057,6,2024,9,0.37
08019057,6,2024,14,0.27
08019057,6,2024,20,0.3
08019057,9,2024,6,7.78
08019057,9,2024,10,10.22
08019057,9,2024,15,8.77
08019057,9,2024,18,8.74
08019058,10,2024,6,12.0
08019058,10,2024,10,14.96
08019058,10,2024,15,17.86
08019058,10,2024,18,17.39
08019058,12,2024,3,5.5
08019058,12,2024,11,13.18
08019058,12,2024,19,10.13
08019058,14,2024,8,73.45
08019058,14,2024,9,70.84
08019058,14,2024,14,77.19
08019058,14,2024,20,78.0
08019058,7,2024,3,1.02
08019058,7,2024,11,2.35
08019058,7,2024,19,1.11
08019058,8,2024,6,4.41
08019058,8,2024,10,8.3
08019058,8,2024,15,9.96
08019058,8,2024,18,9.5
08019044,10,2024,5,15.6
08019044,10,2024,24,24.0
08019054,12,2023,8,29.57
08019054,12,2023,9,40.74
08019054,12,2023,14,22.22
08019054,12,2023,20,40.42
08019004,8,2023,3,25.28
08019004,8,2023,11,28.41
08019004,8,2023,19,30.67
08019043,6,2023,6,0.24
08019043,6,2023,10,0.51
08019043,6,2023,15,0.38
08019043,6,2023,18,0.44
08019043,7,2023,8,28.19
08019043,7,2023,9,35.25
08019043,7,2023,14,16.84
08019043,7,2023,20,19.65
08019042,12,2023,8,32.83
08019042,12,2023,9,47.43
08019042,12,2023,14,20.63
08019042,12,2023,20,35.48
08019058,14,2023,1,68.64
08019058,14,2023,12,63.05
08019058,14,2023,16,70.31
08019058,14,2023,17,69.76
08019058,14,2023,23,69.57
08019057,9,2023,5,7.0
08019057,9,2023,24,8.2
08019044,7,2023,4,2.52
08019044,7,2023,7,4.55
08019044,7,2023,13,9.37
08019044,7,2023,21,11.3
08019044,12,2023,5,16.97
08019044,12,2023,24,38.57
08019043,14,2023,2,31.84
08019043,14,2023,22,26.56
08019057,7,2023,5,1.19
08019057,7,2023,24,3.41
08019044,1,2023,2,1.99
08019044,1,2023,22,2.2
08019057,1,2023,2,2.23
08019057,1,2023,22,2.33
08019050,7,2023,2,6.57
08019050,7,2023,22,7.12
08019054,1,2023,4,1.09
08019054,1,2023,7,1.13
08019054,1,2023,13,1.54
08019054,1,2023,21,1.16
08019042,7,2023,1,5.78
08019042,7,2023,12,6.56
08019042,7,2023,16,3.23
08019042,7,2023,17,2.92
08019042,7,2023,23,9.08
08019042,8,2023,6,14.24
08019042,8,2023,10,30.13
08019042,8,2023,15,13.86
08019042,8,2023,18,21.05
08019057,12,2023,1,19.86
08019057,12,2023,12,24.04
08019057,12,2023,16,18.06
08019057,12,2023,17,18.61
08019057,12,2023,23,31.32
08019058,7,2023,1,1.24
08019058,7,2023,12,2.98
08019058,7,2023,16,2.36
08019058,7,2023,17,1.66
08019058,7,2023,23,1.17
08019043,9,2023,5,9.24
08019043,9,2023,24,13.83
08019043,8,2023,3,29.51
08019043,8,2023,11,38.14
08019043,8,2023,19,44.03
08019044,14,2023,1,35.21
08019044,14,2023,12,43.53
08019044,14,2023,16,56.01
08019044,14,2023,17,53.72
08019044,14,2023,23,33.81
08019057,14,2023,2,47.83
08019057,14,2023,22,40.02
08019054,14,2023,4,50.57
08019054,14,2023,7,46.8
08019054,14,2023,13,60.04
08019054,14,2023,21,45.84
08019058,8,2023,3,5.12
08019058,8,2023,11,7.56
08019058,8,2023,19,9.6
08019043,1,2023,5,1.7
08019043,1,2023,24,1.81
08019050,12,2023,5,25.42
08019050,12,2023,24,48.58
08019057,10,2023,6,8.58
08019057,10,2023,10,13.8
08019057,10,2023,15,12.94
08019057,10,2023,18,15.14
08019050,14,2023,8,23.98
08019050,14,2023,9,21.85
08019050,14,2023,14,49.88
08019050,14,2023,20,37.08
08019004,10,2023,3,15.61
08019004,10,2023,11,30.79
08019004,10,2023,19,30.06
08019004,12,2023,8,45.66
08019004,12,2023,9,57.87
08019004,12,2023,14,35.74
08019004,12,2023,20,45.57
08019044,10,2023,2,16.18
08019044,10,2023,22,25.62
08019050,8,2023,4,24.63
08019050,8,2023,7,22.83
08019050,8,2023,13,28.02
08019050,8,2023,21,35.86
08019054,10,2023,6,12.29
08019054,10,2023,10,20.92
08019054,10,2023,15,20.29
08019054,10,2023,18,23.04
08019057,8,2023,5,10.62
08019057,8,2023,24,20.86
08019054,7,2023,8,5.43
08019054,7,2023,9,10.48
08019054,7,2023,14,4.79
08019054,7,2023,20,8.9
08019044,6,2023,3,0.25
08019044,6,2023,11,0.31
08019044,6,2023,19,0.37
08019060,12,2025,8,55.69
08019060,12,2025,9,75.9
08019060,12,2025,14,38.94
08019060,12,2025,20,78.11
08019060,8,2025,1,32.88
08019060,8,2025,12,29.37
08019060,8,2025,16,24.88
08019060,8,2025,17,27.16
08019060,8,2025,23,40.14
08019060,7,2025,5,5.26
08019060,7,2025,24,16.08
08019054,10,2026,5,14.07
